idx,caption_en,image_path
74_aug_6,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_6.jpg
74_aug_7,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_7.jpg
74_aug_8,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_8.jpg
74_aug_9,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_9.jpg
74_aug_10,Brown flushing dog character,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\74_aug_10.jpg
75_aug_1,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_1.jpg
75_aug_2,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_2.jpg
75_aug_3,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_3.jpg
75_aug_4,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_4.jpg
75_aug_5,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_5.jpg
75_aug_6,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_6.jpg
75_aug_7,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_7.jpg
75_aug_8,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_8.jpg
75_aug_9,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_9.jpg
75_aug_10,The ocher dog character running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\75_aug_10.jpg
76_aug_1,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_1.jpg
76_aug_2,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_2.jpg
76_aug_3,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_3.jpg
76_aug_4,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_4.jpg
76_aug_5,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_5.jpg
76_aug_6,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_6.jpg
76_aug_7,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_7.jpg
76_aug_8,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_8.jpg
76_aug_9,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_9.jpg
76_aug_10,An ocher puppy character running on the street,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\76_aug_10.jpg
77_aug_1,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_1.jpg
77_aug_2,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_2.jpg
77_aug_3,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_3.jpg
77_aug_4,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_4.jpg
77_aug_5,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_5.jpg
77_aug_6,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_6.jpg
77_aug_7,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_7.jpg
77_aug_8,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_8.jpg
77_aug_9,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_9.jpg
77_aug_10,Dog picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\77_aug_10.jpg
78_aug_1,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_1.jpg
78_aug_2,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_2.jpg
78_aug_3,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_3.jpg
78_aug_4,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_4.jpg
78_aug_5,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_5.jpg
78_aug_6,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_6.jpg
78_aug_7,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_7.jpg
78_aug_8,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_8.jpg
78_aug_9,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_9.jpg
78_aug_10,The side of the dog's picture,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\78_aug_10.jpg
79_aug_1,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_1.jpg
79_aug_2,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_2.jpg
79_aug_3,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_3.jpg
79_aug_4,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_4.jpg
79_aug_5,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_5.jpg
79_aug_6,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_6.jpg
79_aug_7,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_7.jpg
79_aug_8,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_8.jpg
79_aug_9,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_9.jpg
79_aug_10,Dog picture eating meat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\79_aug_10.jpg
80_aug_1,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_1.jpg
80_aug_2,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_2.jpg
80_aug_3,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_3.jpg
80_aug_4,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_4.jpg
80_aug_5,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_5.jpg
80_aug_6,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_6.jpg
80_aug_7,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_7.jpg
80_aug_8,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_8.jpg
80_aug_9,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_9.jpg
80_aug_10,Dog character who is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\80_aug_10.jpg
81_aug_1,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_1.jpg
81_aug_2,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_2.jpg
81_aug_3,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_3.jpg
81_aug_4,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_4.jpg
81_aug_5,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_5.jpg
81_aug_6,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_6.jpg
81_aug_7,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_7.jpg
81_aug_8,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_8.jpg
81_aug_9,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_9.jpg
81_aug_10,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\81_aug_10.jpg
82_aug_1,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_1.jpg
82_aug_2,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_2.jpg
82_aug_3,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_3.jpg
82_aug_4,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_4.jpg
82_aug_5,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_5.jpg
82_aug_6,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_6.jpg
82_aug_7,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_7.jpg
82_aug_8,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_8.jpg
82_aug_9,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_9.jpg
82_aug_10,Black striped cat running on blue grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\82_aug_10.jpg
83_aug_1,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_1.jpg
83_aug_2,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_2.jpg
83_aug_3,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_3.jpg
83_aug_4,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_4.jpg
83_aug_5,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_5.jpg
83_aug_6,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_6.jpg
83_aug_7,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_7.jpg
83_aug_8,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_8.jpg
83_aug_9,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_9.jpg
83_aug_10,Orange cat jumping on the grass,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\83_aug_10.jpg
84_aug_1,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_1.jpg
84_aug_2,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_2.jpg
84_aug_3,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_3.jpg
84_aug_4,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_4.jpg
84_aug_5,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_5.jpg
84_aug_6,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_6.jpg
84_aug_7,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_7.jpg
84_aug_8,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_8.jpg
84_aug_9,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_9.jpg
84_aug_10,Orange cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\84_aug_10.jpg
85_aug_1,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_1.jpg
85_aug_2,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_2.jpg
85_aug_3,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_3.jpg
85_aug_4,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_4.jpg
85_aug_5,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_5.jpg
85_aug_6,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_6.jpg
85_aug_7,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_7.jpg
85_aug_8,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_8.jpg
85_aug_9,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_9.jpg
85_aug_10,Black cat character to jump,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\85_aug_10.jpg
86_aug_1,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_1.jpg
86_aug_2,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_2.jpg
86_aug_3,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_3.jpg
86_aug_4,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_4.jpg
86_aug_5,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_5.jpg
86_aug_6,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_6.jpg
86_aug_7,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_7.jpg
86_aug_8,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_8.jpg
86_aug_9,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_9.jpg
86_aug_10,A black pattern cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\86_aug_10.jpg
87_aug_1,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_1.jpg
87_aug_2,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_2.jpg
87_aug_3,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_3.jpg
87_aug_4,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_4.jpg
87_aug_5,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_5.jpg
87_aug_6,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_6.jpg
87_aug_7,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_7.jpg
87_aug_8,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_8.jpg
87_aug_9,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_9.jpg
87_aug_10,Orange cat running,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\87_aug_10.jpg
88_aug_1,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_1.jpg
88_aug_2,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_2.jpg
88_aug_3,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_3.jpg
88_aug_4,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_4.jpg
88_aug_5,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_5.jpg
88_aug_6,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_6.jpg
88_aug_7,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_7.jpg
88_aug_8,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_8.jpg
88_aug_9,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_9.jpg
88_aug_10,Black cat,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\88_aug_10.jpg
89_aug_1,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_1.jpg
89_aug_2,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_2.jpg
89_aug_3,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_3.jpg
89_aug_4,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_4.jpg
89_aug_5,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_5.jpg
89_aug_6,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_6.jpg
89_aug_7,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_7.jpg
89_aug_8,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_8.jpg
89_aug_9,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_9.jpg
89_aug_10,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\89_aug_10.jpg
90_aug_1,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_1.jpg
90_aug_2,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_2.jpg
90_aug_3,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_3.jpg
90_aug_4,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_4.jpg
90_aug_5,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_5.jpg
90_aug_6,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_6.jpg
90_aug_7,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_7.jpg
90_aug_8,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_8.jpg
90_aug_9,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_9.jpg
90_aug_10,Gray cat is eating,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\90_aug_10.jpg
91_aug_1,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_1.jpg
91_aug_2,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_2.jpg
91_aug_3,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_3.jpg
91_aug_4,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_4.jpg
91_aug_5,Men's game character looking at the book,C:\Users\cvcv6\PycharmProjects\CLIP_websearch\CLIP-web-search-app_v1.1\images_100\augmented_images\91_aug_5.jpg
